text,num_aspects,aspects,aspect_term,sentiment,confidence
"🚨🚨🚨🚨Went in for check-up and got booster not only for COVID-19 but booster for Measles, Mumps & Rubella 🚨🚨🚨🚨",2,"measles, covid",measles,neutral,0.94
"🚨🚨🚨🚨Went in for check-up and got booster not only for COVID-19 but booster for Measles, Mumps & Rubella 🚨🚨🚨🚨",2,"measles, covid",covid,neutral,0.922
"Of course. Doesn't look like there will be a flu vaccine this fall either..updated or not. Or a covid or rsv vax. Don't even talk about measles, mumps, rubella or meningitis.",3,"vaccine, measles, covid",vaccine,neutral,0.795
"Of course. Doesn't look like there will be a flu vaccine this fall either..updated or not. Or a covid or rsv vax. Don't even talk about measles, mumps, rubella or meningitis.",3,"vaccine, measles, covid",measles,neutral,0.503
"Of course. Doesn't look like there will be a flu vaccine this fall either..updated or not. Or a covid or rsv vax. Don't even talk about measles, mumps, rubella or meningitis.",3,"vaccine, measles, covid",covid,neutral,0.801
"It's not just measles the Vaccines for Children program protects against. It's also:
Diphtheria
Hib
Hep A
Hep B
HPV
Flu
Meningococcal Disease
Mumps
Pertussis
Pneumococcal Disease
Polio
Rotavirus
RSV
Rubella
Tetanus 
Chickenpox
COVID-19
Dengue

www.cdc.gov/vaccines-for...",2,"measles, covid",measles,neutral,0.801
"It's not just measles the Vaccines for Children program protects against. It's also:
Diphtheria
Hib
Hep A
Hep B
HPV
Flu
Meningococcal Disease
Mumps
Pertussis
Pneumococcal Disease
Polio
Rotavirus
RSV
Rubella
Tetanus 
Chickenpox
COVID-19
Dengue

www.cdc.gov/vaccines-for...",2,"measles, covid",covid,neutral,0.764
"I ordered a bunch a couple of months ago. And I’m getting a Measles, Mumps, Rubella vaccine, as well as another COVID booster, this week. I had measles as a kid in the 60s.",3,"vaccine, measles, covid",vaccine,neutral,0.927
"I ordered a bunch a couple of months ago. And I’m getting a Measles, Mumps, Rubella vaccine, as well as another COVID booster, this week. I had measles as a kid in the 60s.",3,"vaccine, measles, covid",measles,neutral,0.946
"I ordered a bunch a couple of months ago. And I’m getting a Measles, Mumps, Rubella vaccine, as well as another COVID booster, this week. I had measles as a kid in the 60s.",3,"vaccine, measles, covid",covid,neutral,0.912
"In mid-2020, I got a Measles, Mumps, Rubella booster vaccination. This was a just in case vaccination, as it was possible that having a recent MMR vaccination might reduce severity of a Covid-19 case.

Now, I'm happy my MMR immunity is topped off with all the anti-vax caused outbreaks.",5,"vaccination, immunity, measles, covid, mmr",vaccination,neutral,0.811
"In mid-2020, I got a Measles, Mumps, Rubella booster vaccination. This was a just in case vaccination, as it was possible that having a recent MMR vaccination might reduce severity of a Covid-19 case.

Now, I'm happy my MMR immunity is topped off with all the anti-vax caused outbreaks.",5,"vaccination, immunity, measles, covid, mmr",immunity,positive,0.919
"In mid-2020, I got a Measles, Mumps, Rubella booster vaccination. This was a just in case vaccination, as it was possible that having a recent MMR vaccination might reduce severity of a Covid-19 case.

Now, I'm happy my MMR immunity is topped off with all the anti-vax caused outbreaks.",5,"vaccination, immunity, measles, covid, mmr",measles,neutral,0.963
"In mid-2020, I got a Measles, Mumps, Rubella booster vaccination. This was a just in case vaccination, as it was possible that having a recent MMR vaccination might reduce severity of a Covid-19 case.

Now, I'm happy my MMR immunity is topped off with all the anti-vax caused outbreaks.",5,"vaccination, immunity, measles, covid, mmr",covid,neutral,0.878
"In mid-2020, I got a Measles, Mumps, Rubella booster vaccination. This was a just in case vaccination, as it was possible that having a recent MMR vaccination might reduce severity of a Covid-19 case.

Now, I'm happy my MMR immunity is topped off with all the anti-vax caused outbreaks.",5,"vaccination, immunity, measles, covid, mmr",mmr,neutral,0.614
"I'm proud I'm vaccinated. Because I've never had polio, measles, mumps, rubella, covid, small pox, or shingles. Or anything else I've ever been vaccinated against. Oh, and I'm still alive.",2,"measles, covid",measles,neutral,0.767
"I'm proud I'm vaccinated. Because I've never had polio, measles, mumps, rubella, covid, small pox, or shingles. Or anything else I've ever been vaccinated against. Oh, and I'm still alive.",2,"measles, covid",covid,neutral,0.852
"And measles, and mumps, and rubella, and avian flu, and whooping cough, and monkey pox, and covid, and hepatitis A thru C, and so on...",2,"measles, covid",measles,neutral,0.708
"And measles, and mumps, and rubella, and avian flu, and whooping cough, and monkey pox, and covid, and hepatitis A thru C, and so on...",2,"measles, covid",covid,neutral,0.801
"Most vaccines are. Measles. Mumps. Rubella. Polio etc. 

Covid vaccine…not so much.",3,"vaccine, measles, covid",vaccine,negative,0.546
"Most vaccines are. Measles. Mumps. Rubella. Polio etc. 

Covid vaccine…not so much.",3,"vaccine, measles, covid",measles,neutral,0.617
"Most vaccines are. Measles. Mumps. Rubella. Polio etc. 

Covid vaccine…not so much.",3,"vaccine, measles, covid",covid,neutral,0.548
"Hoping he’ll get measles, polio, smallpox, bird flu, COVID, shingles, rubella, mumps, pneumococcal pneumonia…

Other ideas?",2,"measles, covid",measles,neutral,0.849
"Hoping he’ll get measles, polio, smallpox, bird flu, COVID, shingles, rubella, mumps, pneumococcal pneumonia…

Other ideas?",2,"measles, covid",covid,neutral,0.864
"Trump/RFK Jr bring back the good 'ole days 😞

Polio
Chickenpox
COVID-19
Diphtheria
Measles
Meningococcal
Mumps
Whooping Cough (Pertusis)
Flu (Influenza)
Pneumococcal
Rotavirus
RSV
Rubella
Tetanus
Hepatitus A
Hepatitus B
Hib (Haemophilus influenza type B)
HPV (Human Papillomavirus)",2,"measles, covid",measles,neutral,0.806
"Trump/RFK Jr bring back the good 'ole days 😞

Polio
Chickenpox
COVID-19
Diphtheria
Measles
Meningococcal
Mumps
Whooping Cough (Pertusis)
Flu (Influenza)
Pneumococcal
Rotavirus
RSV
Rubella
Tetanus
Hepatitus A
Hepatitus B
Hib (Haemophilus influenza type B)
HPV (Human Papillomavirus)",2,"measles, covid",covid,neutral,0.836
"Headline in Dallas Morning News: ""Ag Commissioner Sid Miller Orders Fluoride  Removed From Texas Water Supply,"" thus guaranteeing a toothless future generation of kids with measles, mumps, rubella, polio, covid and god knows what other Kennedy driven diseases.",2,"measles, covid",measles,neutral,0.851
"Headline in Dallas Morning News: ""Ag Commissioner Sid Miller Orders Fluoride  Removed From Texas Water Supply,"" thus guaranteeing a toothless future generation of kids with measles, mumps, rubella, polio, covid and god knows what other Kennedy driven diseases.",2,"measles, covid",covid,neutral,0.881
"Hooray. I tested positive for immunity to measles, mumps, and rubella. 

Had my Tdap a couple of months ago and I'm current on COVID, so no more vaccinations for a while.",3,"immunity, measles, covid",immunity,neutral,0.867
"Hooray. I tested positive for immunity to measles, mumps, and rubella. 

Had my Tdap a couple of months ago and I'm current on COVID, so no more vaccinations for a while.",3,"immunity, measles, covid",measles,neutral,0.713
"Hooray. I tested positive for immunity to measles, mumps, and rubella. 

Had my Tdap a couple of months ago and I'm current on COVID, so no more vaccinations for a while.",3,"immunity, measles, covid",covid,neutral,0.941
"Definitely tetanus. COVID. Measles, mumps, rubella if you haven't had them. I am not sure if you should get a booster if you were vaccinated decades ago. Hepatitis? Chickenpox? Diphtheria? Polio?
Your doctor will be able to give recommendations.",2,"measles, covid",measles,neutral,0.751
"Definitely tetanus. COVID. Measles, mumps, rubella if you haven't had them. I am not sure if you should get a booster if you were vaccinated decades ago. Hepatitis? Chickenpox? Diphtheria? Polio?
Your doctor will be able to give recommendations.",2,"measles, covid",covid,neutral,0.848
"They'll likely get a dose of something else as well (measles, small pox, polio, TB, Covid, the flu, mumps, shingles, rubella, tetanus...) Choose your disease. Problem is, they are contagious. Might actually infect reasonable people too. Masks? Oh, forgot, that's a conspiracy.",2,"measles, covid",measles,neutral,0.783
"They'll likely get a dose of something else as well (measles, small pox, polio, TB, Covid, the flu, mumps, shingles, rubella, tetanus...) Choose your disease. Problem is, they are contagious. Might actually infect reasonable people too. Masks? Oh, forgot, that's a conspiracy.",2,"measles, covid",covid,neutral,0.835
"I’m a proponent of “the punishment should fit the crime”. So when this is all over, let’s put this guy in a room with measles, mumps, rubella, TB, Covid, polio, smallpox, Ebola, etc. With no plan to let him out. No matter how much he begs.",2,"measles, covid",measles,neutral,0.901
"I’m a proponent of “the punishment should fit the crime”. So when this is all over, let’s put this guy in a room with measles, mumps, rubella, TB, Covid, polio, smallpox, Ebola, etc. With no plan to let him out. No matter how much he begs.",2,"measles, covid",covid,neutral,0.895
FYI. Vaccines save lives: 1796 smallpox. 1885 rabies. 1890 tetanus. 1896 typhoid fever. 1906 TB. 1923 diphtheria. 1926 whooping cough. 1932 yellow fever. 1945 flu. 1952 polio. 1963 measles. 1967 mumps. 1969 rubella. 1971 MMR. 1974 chickenpox. 1990 cancer. 2019 COVID-19.,3,"measles, covid, mmr",measles,neutral,0.911
FYI. Vaccines save lives: 1796 smallpox. 1885 rabies. 1890 tetanus. 1896 typhoid fever. 1906 TB. 1923 diphtheria. 1926 whooping cough. 1932 yellow fever. 1945 flu. 1952 polio. 1963 measles. 1967 mumps. 1969 rubella. 1971 MMR. 1974 chickenpox. 1990 cancer. 2019 COVID-19.,3,"measles, covid, mmr",covid,neutral,0.922
FYI. Vaccines save lives: 1796 smallpox. 1885 rabies. 1890 tetanus. 1896 typhoid fever. 1906 TB. 1923 diphtheria. 1926 whooping cough. 1932 yellow fever. 1945 flu. 1952 polio. 1963 measles. 1967 mumps. 1969 rubella. 1971 MMR. 1974 chickenpox. 1990 cancer. 2019 COVID-19.,3,"measles, covid, mmr",mmr,neutral,0.924
"RFK, Jr. and his children are vaccinated against measles, mumps, rubella, Covid, all recommended vaccinations,  per his own family. Psychopaths enjoy the suffering of others while they take care of themselves. No conscience and feed my lust for getting people to harm themselves. Yup.",2,"measles, covid",measles,neutral,0.919
"RFK, Jr. and his children are vaccinated against measles, mumps, rubella, Covid, all recommended vaccinations,  per his own family. Psychopaths enjoy the suffering of others while they take care of themselves. No conscience and feed my lust for getting people to harm themselves. Yup.",2,"measles, covid",covid,neutral,0.898
"Probably impact of COVID, Flu, RSV, Measles, Pneumonia, Polio, Mumps, Rubella, Whooping Cough, Chicken Pox, and Shingles.

All Preventable with vaccines.

Just imagine the loss of audience once RFK jr regime gets fully up to speed brainwashing Maggots and they bungle Bird Flu and Ebola pandemics.",2,"measles, covid",measles,neutral,0.93
