text,kind,author,date,url,uri,matched_keyword,parent_url,parent_uri,week_start,vaccine_sentiment,vaccine_confidence,covid_vaccine_sentiment,covid_vaccine_confidence,coronavirus_vaccine_sentiment,coronavirus_vaccine_confidence,measles_vaccine_sentiment,measles_vaccine_confidence,mmr_vaccine_sentiment,mmr_vaccine_confidence,mmr_sentiment,mmr_confidence,covid_sentiment,covid_confidence,coronavirus_sentiment,coronavirus_confidence,measles_sentiment,measles_confidence,mumps_sentiment,mumps_confidence,rubella_sentiment,rubella_confidence,side_effects_sentiment,side_effects_confidence,efficacy_sentiment,efficacy_confidence,effectiveness_sentiment,effectiveness_confidence,safety_sentiment,safety_confidence,protection_sentiment,protection_confidence,immunity_sentiment,immunity_confidence,autism_sentiment,autism_confidence,pregnant_sentiment,pregnant_confidence,trump_sentiment,trump_confidence,liberals_sentiment,liberals_confidence,woke_sentiment,woke_confidence,conservative_sentiment,conservative_confidence,republican_sentiment,republican_confidence,government_sentiment,government_confidence,big_pharma_sentiment,big_pharma_confidence,fda_sentiment,fda_confidence,cdc_sentiment,cdc_confidence,who_sentiment,who_confidence
"I received a test req to get measles, mumps & rubella titres done... which wasn't granted 2yrs ago (through public health care). 
It's now realized how much damage was done to immune systems by Covid.",post,taraj26.bsky.social,2025-03-04 02:41:00.566000+00:00,https://bsky.app/profile/taraj26.bsky.social/post/3ljjgu2gejk2k,at://did:plc:zarhus5qg25mpszupnygb4gz/app.bsky.feed.post/3ljjgu2gejk2k,measle,,,3/2/25,neutral,0.627,neutral,0.515,neutral,0.532,neutral,0.479,neutral,0.546,neutral,0.71,negative,0.487,negative,0.471,negative,0.509,negative,0.552,negative,0.506,negative,0.56,negative,0.428,negative,0.505,neutral,0.634,neutral,0.653,neutral,0.614,neutral,0.541,neutral,0.741,neutral,0.479,neutral,0.574,neutral,0.66,neutral,0.688,neutral,0.658,negative,0.557,negative,0.508,neutral,0.6,neutral,0.624,neutral,0.63
"measles, mumps, malaria, bird flu, Covid-19, polio, rubella, leprosy, dysentery, tuberculosis.

folks claimed to be worried about egg prices when the focus should’ve been on all damn diseases spinning the block.",post,thisismonte.bsky.social,2025-03-02 23:20:30.805000+00:00,https://bsky.app/profile/thisismonte.bsky.social/post/3ljgl6mih2c2l,at://did:plc:ljywqxh4e6tfyfuynks6jbof/app.bsky.feed.post/3ljgl6mih2c2l,measle,,,3/2/25,neutral,0.6,neutral,0.549,neutral,0.553,neutral,0.453,neutral,0.514,neutral,0.706,neutral,0.512,neutral,0.502,neutral,0.437,negative,0.514,negative,0.464,negative,0.488,neutral,0.557,neutral,0.669,neutral,0.641,neutral,0.807,neutral,0.646,neutral,0.544,neutral,0.766,neutral,0.54,negative,0.475,neutral,0.669,neutral,0.634,neutral,0.658,neutral,0.553,negative,0.457,neutral,0.655,neutral,0.643,neutral,0.619
"Can you ask him to join the American Medical Association team? They have a YouTube channel keeping Americans informed about the flu, measles, rubella and coronavirus. Is the American regime trying to extinguish its own people??",post,hopefordemocracy28.bsky.social,2025-03-02 23:06:59.746000+00:00,https://bsky.app/profile/hopefordemocracy28.bsky.social/post/3ljgkggyuej2g,at://did:plc:mwh32ffgdaa6ojqhcxjwi6zk/app.bsky.feed.post/3ljgkggyuej2g,measle,,,3/2/25,neutral,0.792,neutral,0.73,neutral,0.698,neutral,0.652,neutral,0.723,neutral,0.825,neutral,0.654,neutral,0.633,neutral,0.609,neutral,0.559,neutral,0.594,neutral,0.622,neutral,0.641,neutral,0.869,neutral,0.765,neutral,0.846,neutral,0.748,neutral,0.806,neutral,0.917,neutral,0.72,neutral,0.739,neutral,0.819,neutral,0.812,neutral,0.853,neutral,0.712,neutral,0.646,neutral,0.765,neutral,0.747,neutral,0.741
"We want the measles shots
We want the covid shots
The influenza shots
And the rubella shots
We want the shots that protect us from the smallpox
We want the shots that protect us from the chickenpox",post,freedadhugs.bsky.social,2025-03-02 17:50:50.860000+00:00,https://bsky.app/profile/freedadhugs.bsky.social/post/3ljfyr4uhic2j,at://did:plc:a7prtufivu5tkjuesv6cmhbj/app.bsky.feed.post/3ljfyr4uhic2j,measle,,,3/2/25,neutral,0.465,positive,0.457,positive,0.475,positive,0.505,neutral,0.488,neutral,0.7,neutral,0.495,neutral,0.487,positive,0.435,neutral,0.435,neutral,0.523,neutral,0.407,positive,0.499,neutral,0.579,neutral,0.686,neutral,0.545,neutral,0.508,neutral,0.437,neutral,0.842,neutral,0.611,neutral,0.546,neutral,0.667,neutral,0.592,neutral,0.711,neutral,0.592,neutral,0.487,neutral,0.581,neutral,0.652,neutral,0.744
"Also did not get meningitis, measles, mumps, rubella, diphtheria, pertussis, covid-19, seasonal flu, smallpox, or tetanus. Thank you science! 💉",post,fantailedcat.bsky.social,2025-03-02 03:28:54.436000+00:00,https://bsky.app/profile/fantailedcat.bsky.social/post/3ljeiluapxk2n,at://did:plc:2ckmsqgjz4zt3whhbqkqmu2j/app.bsky.feed.post/3ljeiluapxk2n,measle,,,3/2/25,neutral,0.6,neutral,0.603,neutral,0.617,neutral,0.524,neutral,0.606,neutral,0.669,neutral,0.626,neutral,0.613,neutral,0.495,neutral,0.429,neutral,0.446,neutral,0.429,neutral,0.536,neutral,0.662,neutral,0.665,neutral,0.671,neutral,0.551,neutral,0.616,neutral,0.816,neutral,0.67,neutral,0.698,neutral,0.742,neutral,0.708,neutral,0.781,neutral,0.626,neutral,0.504,neutral,0.651,neutral,0.658,neutral,0.713
"MMR booster when I got updated COVID-19 vaccine MMR-Measles, Mumps and Rubella just in case!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨",post,apandina.bsky.social,2025-03-01 22:22:49.864000+00:00,https://bsky.app/profile/apandina.bsky.social/post/3ljdxikghmk24,at://did:plc:ft7piaev3my2x6asrha27bsc/app.bsky.feed.post/3ljdxikghmk24,mmr,,,2/23/25,neutral,0.636,neutral,0.663,neutral,0.647,neutral,0.648,neutral,0.614,neutral,0.674,neutral,0.743,neutral,0.707,neutral,0.672,neutral,0.657,neutral,0.696,neutral,0.646,neutral,0.584,neutral,0.802,neutral,0.777,neutral,0.781,neutral,0.668,neutral,0.718,neutral,0.859,neutral,0.836,neutral,0.821,neutral,0.812,neutral,0.811,neutral,0.824,neutral,0.831,neutral,0.688,neutral,0.753,neutral,0.749,neutral,0.805
"absolutely wild with all the rsv, flu, covid, and one other thing I didn’t even recognize. She wasn’t warning us, she was explaining why she was late. Y’all.
Now measles and possibly rubella is spreading?? 
Yeah no.
Just getting a cold can fuck me up for weeks.",post,jennmeanit.bsky.social,2025-03-01 21:41:50.037000+00:00,https://bsky.app/profile/jennmeanit.bsky.social/post/3ljdv7akkrc2n,at://did:plc:6sj2shhnbacm5vcfvqsfjwwq/app.bsky.feed.post/3ljdv7akkrc2n,measle,,,2/23/25,neutral,0.762,neutral,0.643,neutral,0.688,neutral,0.59,neutral,0.696,neutral,0.826,neutral,0.531,neutral,0.557,neutral,0.529,neutral,0.486,neutral,0.523,neutral,0.536,neutral,0.698,neutral,0.575,neutral,0.808,neutral,0.838,neutral,0.772,neutral,0.679,neutral,0.827,neutral,0.663,neutral,0.716,neutral,0.771,neutral,0.803,neutral,0.766,neutral,0.778,neutral,0.602,neutral,0.793,neutral,0.749,neutral,0.757
"Get your MMR – measles, mumps, rubella – vaccine re-upped! & if you are pregnant and don't know your titers are good… Mask with a well-fitting N95, because rubella causes birth defects if you catch it while pregnant. If you aren't sure of your titers, mask.

(Covid can also screw with the placenta.)",post,archangelbeth.bsky.social,2025-03-01 07:28:48.720000+00:00,https://bsky.app/profile/archangelbeth.bsky.social/post/3ljcfjwah3s24,at://did:plc:wjpblmvdfa3iaqrohneqc2ls/app.bsky.feed.post/3ljcfjwah3s24,mmr,,,2/23/25,positive,0.414,negative,0.41,negative,0.404,positive,0.376,positive,0.352,negative,0.378,negative,0.461,negative,0.471,negative,0.421,negative,0.531,negative,0.546,negative,0.523,positive,0.507,negative,0.403,negative,0.353,neutral,0.397,positive,0.411,negative,0.434,negative,0.441,neutral,0.439,neutral,0.415,neutral,0.433,neutral,0.451,neutral,0.453,negative,0.441,negative,0.513,negative,0.384,negative,0.438,neutral,0.456
"Even before RFKjr and Covid I'd been considering getting MMR
(had measles as a kind, and maybe-its-mumps*, but not rubella. Wife never had measles.)

*Diagnosis back then was ""throat glands are swollen, probably mumps but could be something else, here's some penicillin in case it's bacterial.""",post,billstewart.bsky.social,2025-03-01 06:41:38.698000+00:00,https://bsky.app/profile/billstewart.bsky.social/post/3ljccvlcvtc2c,at://did:plc:glnrpdclklz3qtlc45zm33u3/app.bsky.feed.post/3ljccvlcvtc2c,mmr,,,2/23/25,neutral,0.445,negative,0.516,negative,0.509,negative,0.507,negative,0.479,negative,0.483,negative,0.539,negative,0.544,negative,0.553,negative,0.593,negative,0.605,negative,0.587,negative,0.46,negative,0.51,neutral,0.493,neutral,0.523,neutral,0.512,negative,0.552,neutral,0.565,negative,0.469,neutral,0.504,neutral,0.447,neutral,0.547,neutral,0.531,neutral,0.462,negative,0.563,negative,0.451,negative,0.455,neutral,0.464
It's not just an agoraphobia thing for me anymore now that measles and rubella and bird flu are out there all over the place. Along with COVID still being a thing.,post,larunasoftpaw.bsky.social,2025-03-01 05:31:44.475000+00:00,https://bsky.app/profile/larunasoftpaw.bsky.social/post/3ljc6ylfewk22,at://did:plc:vjyuxikievcvdoy7nvmyptel/app.bsky.feed.post/3ljc6ylfewk22,measle,,,2/23/25,neutral,0.563,neutral,0.469,neutral,0.482,negative,0.458,neutral,0.467,neutral,0.665,negative,0.468,negative,0.47,negative,0.531,negative,0.588,negative,0.559,negative,0.601,neutral,0.396,neutral,0.614,neutral,0.679,neutral,0.691,neutral,0.55,negative,0.535,neutral,0.678,neutral,0.509,neutral,0.482,neutral,0.534,neutral,0.642,neutral,0.623,neutral,0.515,negative,0.515,neutral,0.59,neutral,0.651,neutral,0.537
"The five horsemen
1: Measles 
2: Mumps
3: Rubella 
4: Bird Flu
5: COVID",post,lyssatya.bsky.social,2025-03-01 02:11:45.956000+00:00,https://bsky.app/profile/lyssatya.bsky.social/post/3ljbtsypvz22u,at://did:plc:mvnpymekxp3qgx6h3uqlcx2f/app.bsky.feed.post/3ljbtsypvz22u,measle,,,2/23/25,neutral,0.523,neutral,0.542,neutral,0.55,neutral,0.478,neutral,0.569,neutral,0.655,neutral,0.487,neutral,0.5,negative,0.42,negative,0.491,negative,0.474,negative,0.438,neutral,0.425,neutral,0.614,neutral,0.701,neutral,0.657,neutral,0.556,neutral,0.456,neutral,0.668,neutral,0.493,neutral,0.456,neutral,0.637,neutral,0.618,neutral,0.569,neutral,0.512,neutral,0.465,neutral,0.564,neutral,0.609,neutral,0.568
"Oh, the wheels on the bus are coming off, off, off, 
off, off off, 
off, off off

TB, Measles, Rubella, Influenza, Covid, H5N1. It's like living my 1950s childhood all over again. I don't think I like being Great Again.",post,georgethomas.bsky.social,2025-02-28 21:54:47.196000+00:00,https://bsky.app/profile/georgethomas.bsky.social/post/3ljbfhiahf22k,at://did:plc:kvwrijbjjk6w6y5dsdp2rhop/app.bsky.feed.post/3ljbfhiahf22k,measle,,,2/23/25,neutral,0.734,neutral,0.596,neutral,0.578,neutral,0.572,neutral,0.706,neutral,0.729,neutral,0.527,neutral,0.516,neutral,0.531,negative,0.505,neutral,0.466,neutral,0.47,neutral,0.635,neutral,0.528,neutral,0.753,neutral,0.805,neutral,0.747,neutral,0.602,neutral,0.793,neutral,0.548,neutral,0.567,neutral,0.707,neutral,0.676,neutral,0.628,neutral,0.619,neutral,0.501,neutral,0.757,neutral,0.692,neutral,0.725
"Weirdly, my measles & rubella titers are fine. But mumps antibodies were nonexistent, as was varicella, sigh. I wish I could boost MMR again & get the varicella series, but doctors said immune med & live vax do not mix. I did get Tdap & the latest pneumonia, due to boost Covid next.",post,joliekitsune.bsky.social,2025-02-28 17:46:54.046000+00:00,https://bsky.app/profile/joliekitsune.bsky.social/post/3ljaxma3xss24,at://did:plc:buvnznyupnfqxiknzzu3aje5/app.bsky.feed.post/3ljaxma3xss24,mmr,,,2/23/25,negative,0.377,negative,0.44,negative,0.44,negative,0.411,negative,0.429,negative,0.464,negative,0.496,negative,0.49,negative,0.439,negative,0.599,negative,0.5,negative,0.593,negative,0.419,negative,0.429,negative,0.391,neutral,0.425,positive,0.444,negative,0.505,neutral,0.495,negative,0.443,neutral,0.419,neutral,0.405,neutral,0.454,neutral,0.415,neutral,0.41,negative,0.557,negative,0.428,negative,0.409,negative,0.446
"The recent measles outbreaks remind us of the crucial role vaccines play in preventing the spread of infectious - and preventable - diseases. 

Vaccines, like the combined one for measles, mumps and rubella, as well as those for the flu & COVID-19 are effective & safe.
www.usnews.com/opinion/arti...",post,rjufiar.bsky.social,2025-02-28 05:11:29.024000+00:00,https://bsky.app/profile/rjufiar.bsky.social/post/3lj7nfgspjk2p,at://did:plc:4rglsuxnwh4lekqzplhqy4eb/app.bsky.feed.post/3lj7nfgspjk2p,measle,,,2/23/25,positive,0.529,positive,0.596,positive,0.618,positive,0.658,positive,0.52,neutral,0.62,positive,0.481,positive,0.556,positive,0.604,positive,0.497,positive,0.469,positive,0.557,positive,0.7,neutral,0.607,positive,0.53,neutral,0.561,positive,0.52,positive,0.525,neutral,0.756,neutral,0.643,neutral,0.558,neutral,0.527,neutral,0.605,neutral,0.615,neutral,0.586,positive,0.468,neutral,0.491,neutral,0.499,neutral,0.655
It’s not that they don’t care if people die. It’s part of the plan that they do. Any idea how many super-spreaders are currently out there? Mask up folks. It’s about to get real nasty out there. #viralwarfare #getvaccinated #measles #polio #covid #birdflu #mumps #rubella #vaccinate,post,chuckabilly.bsky.social,2025-02-28 03:58:19.598000+00:00,https://bsky.app/profile/chuckabilly.bsky.social/post/3lj7jcmpl3224,at://did:plc:sdmsu7igkalzakdzui27hgwh/app.bsky.feed.post/3lj7jcmpl3224,measle,,,2/23/25,neutral,0.562,neutral,0.436,neutral,0.441,neutral,0.418,neutral,0.455,neutral,0.519,neutral,0.423,neutral,0.417,neutral,0.466,negative,0.462,negative,0.457,negative,0.444,neutral,0.414,neutral,0.489,neutral,0.534,neutral,0.639,neutral,0.615,neutral,0.456,neutral,0.688,neutral,0.478,neutral,0.456,neutral,0.553,neutral,0.646,neutral,0.602,neutral,0.599,negative,0.439,neutral,0.473,neutral,0.517,neutral,0.53
"Oh, Boy! Measles OutBreak will be Spreading outside Texas! Perhaps Mr. Kennedy, as Brain Worm Infected HHS Secretary, can learn to push Measles Mumps & Rubella vaccines after we blow this up in the whole country, like Trump did with Covid?",post,democracywarrior71.bsky.social,2025-02-28 03:15:24.877000+00:00,https://bsky.app/profile/democracywarrior71.bsky.social/post/3lj7gvvb5ac2v,at://did:plc:lofyzhzejfvuhxkb6uq2qhpg/app.bsky.feed.post/3lj7gvvb5ac2v,measle,,,2/23/25,neutral,0.689,neutral,0.64,neutral,0.646,neutral,0.605,neutral,0.655,neutral,0.805,neutral,0.602,neutral,0.609,neutral,0.56,neutral,0.531,neutral,0.591,neutral,0.546,neutral,0.697,neutral,0.725,neutral,0.809,neutral,0.814,neutral,0.803,neutral,0.737,neutral,0.879,neutral,0.616,neutral,0.66,neutral,0.789,neutral,0.811,neutral,0.794,neutral,0.709,neutral,0.58,neutral,0.707,neutral,0.765,neutral,0.709
"I doubt that the people who ought to be educated about vaccines will bother to read it. How many millions have been saved by having vaccinations against smallpox, typhoid, cholera, diptheria, measles, mumps, rubella, TB, 
Covid & Flu & so many other diseases.",post,rosalindanne.bsky.social,2025-02-27 22:10:27.835000+00:00,https://bsky.app/profile/rosalindanne.bsky.social/post/3lj6vultp6k2b,at://did:plc:sqkrooyv5cjif5yep7cobkuw/app.bsky.feed.post/3lj6vultp6k2b,measle,,,2/23/25,neutral,0.681,neutral,0.499,neutral,0.492,neutral,0.497,neutral,0.669,neutral,0.769,neutral,0.516,neutral,0.494,neutral,0.455,neutral,0.391,neutral,0.459,neutral,0.414,neutral,0.478,neutral,0.785,neutral,0.764,neutral,0.803,neutral,0.668,neutral,0.658,neutral,0.856,neutral,0.702,neutral,0.678,neutral,0.773,neutral,0.773,neutral,0.817,neutral,0.683,neutral,0.476,neutral,0.653,neutral,0.729,neutral,0.774
"RFK jr. has really made me double down on feeling relief over my choice to be childfree 😮‍💨 

parents must be so fucking freaked out right now. measles, polio, mumps, hepatitis, diphtheria, rubella, meningitis, influenza, rotavirus, dengue, covid-19…. 🦠

he’s going to kill kids. vaccines work. 💉",post,aftiej.bsky.social,2025-02-27 17:11:37.617000+00:00,https://bsky.app/profile/aftiej.bsky.social/post/3lj6f6aavnc2t,at://did:plc:cnwhztfbir3ipwit3dvydsmt/app.bsky.feed.post/3lj6f6aavnc2t,measle,,,2/23/25,neutral,0.554,neutral,0.492,neutral,0.499,neutral,0.481,neutral,0.514,neutral,0.623,neutral,0.523,neutral,0.507,neutral,0.474,neutral,0.452,neutral,0.475,neutral,0.445,neutral,0.473,neutral,0.655,neutral,0.653,neutral,0.656,neutral,0.638,neutral,0.562,neutral,0.816,neutral,0.551,neutral,0.58,neutral,0.706,neutral,0.742,neutral,0.695,neutral,0.631,neutral,0.492,neutral,0.57,neutral,0.583,neutral,0.59
COVID has been shown to reduce immunity just as measles does. Best way to make sure you're protected against these diseases is to ask for an antibody titer test. Antibodies don't always last; I've had to get re-vaccinated for measles and rubella at different points in my life.,post,fenbeast.bsky.social,2025-02-27 13:15:28.596000+00:00,https://bsky.app/profile/fenbeast.bsky.social/post/3lj5xxxmo3s2f,at://did:plc:b4j6ie4jjmuxchrf37emi4y5/app.bsky.feed.post/3lj5xxxmo3s2f,measle,,,2/23/25,neutral,0.579,neutral,0.459,neutral,0.478,neutral,0.433,neutral,0.524,neutral,0.696,neutral,0.413,neutral,0.431,negative,0.452,negative,0.503,negative,0.479,negative,0.532,neutral,0.417,neutral,0.614,neutral,0.535,neutral,0.625,negative,0.476,neutral,0.431,neutral,0.821,neutral,0.685,neutral,0.762,neutral,0.694,neutral,0.754,neutral,0.682,neutral,0.581,negative,0.442,neutral,0.592,neutral,0.62,neutral,0.709
I had my MMR titers tested and it was mumps that had waned.  Still good on measles and rubella.  I worry about the potential for flu and Covid vaccines to be pulled from availability since those need to be repeated annually.,post,twug.bsky.social,2025-02-27 05:38:43.207000+00:00,https://bsky.app/profile/twug.bsky.social/post/3lj56h7skvk2l,at://did:plc:fkzfivpischgk3ektrnnlsk2/app.bsky.feed.post/3lj56h7skvk2l,mmr,,,2/23/25,negative,0.489,negative,0.546,negative,0.544,negative,0.447,negative,0.477,negative,0.478,negative,0.556,negative,0.596,negative,0.425,negative,0.739,negative,0.556,negative,0.689,negative,0.536,negative,0.532,negative,0.455,neutral,0.493,neutral,0.361,negative,0.525,neutral,0.693,negative,0.502,neutral,0.495,neutral,0.504,neutral,0.498,neutral,0.491,negative,0.56,negative,0.647,negative,0.493,negative,0.444,neutral,0.498
"#MEASLES can kill you ! .. and is COMPLETELY PREVENTABLE via appropriate #MMR #VACCINE  
(and yes #Mumps and #Rubella can kill too..and MUMPS in boys can #sterilize them!)
ALSO of course #Tetanus, #Polio, #COVID and #Influenza can kill
ALL PREVENTED BY #vaccination ..
. just ask Senator MCCONNELL",post,lorion70.bsky.social,2025-02-26 18:52:27.960000+00:00,https://bsky.app/profile/lorion70.bsky.social/post/3lj42dmtzok2v,at://did:plc:evhgywt3h5nxgmtmulm7g62j/app.bsky.feed.post/3lj42dmtzok2v,mmr,,,2/23/25,positive,0.484,positive,0.51,positive,0.53,positive,0.519,positive,0.487,neutral,0.503,neutral,0.479,positive,0.483,positive,0.503,positive,0.466,positive,0.441,positive,0.486,positive,0.616,positive,0.457,positive,0.457,neutral,0.476,neutral,0.547,positive,0.479,neutral,0.546,positive,0.413,positive,0.437,neutral,0.478,neutral,0.471,neutral,0.48,neutral,0.522,positive,0.462,neutral,0.482,neutral,0.433,neutral,0.45
"Somebody give Trump measles, mumps and rubella. Top it off with Covid and the flu.

He already has STDs.",post,anitaharvey.bsky.social,2025-02-26 17:38:45.197000+00:00,https://bsky.app/profile/anitaharvey.bsky.social/post/3lj3w7sxxac2z,at://did:plc:gvroxg5kyi7ytnzm3ufjpfzj/app.bsky.feed.post/3lj3w7sxxac2z,measle,,,2/23/25,neutral,0.633,neutral,0.549,neutral,0.59,neutral,0.506,neutral,0.609,neutral,0.725,neutral,0.477,neutral,0.516,neutral,0.456,negative,0.477,negative,0.465,negative,0.467,neutral,0.618,neutral,0.7,neutral,0.774,neutral,0.731,neutral,0.632,neutral,0.468,neutral,0.695,negative,0.557,negative,0.553,neutral,0.642,neutral,0.615,neutral,0.556,neutral,0.513,neutral,0.485,neutral,0.578,neutral,0.671,neutral,0.577
"🚨🚨🚨🚨Went in for check-up and got booster not only for COVID-19 but booster for Measles, Mumps & Rubella 🚨🚨🚨🚨",post,apandina.bsky.social,2025-02-26 14:06:08.920000+00:00,https://bsky.app/profile/apandina.bsky.social/post/3lj3kdnnjc22e,at://did:plc:ft7piaev3my2x6asrha27bsc/app.bsky.feed.post/3lj3kdnnjc22e,measle,,,2/23/25,neutral,0.775,neutral,0.732,neutral,0.724,neutral,0.706,neutral,0.739,neutral,0.831,neutral,0.785,neutral,0.768,neutral,0.746,neutral,0.728,neutral,0.751,neutral,0.684,neutral,0.641,neutral,0.849,neutral,0.826,neutral,0.816,neutral,0.77,neutral,0.783,neutral,0.885,neutral,0.874,neutral,0.869,neutral,0.852,neutral,0.863,neutral,0.859,neutral,0.839,neutral,0.745,neutral,0.81,neutral,0.799,neutral,0.853
