Public_health_unit,Antigen,Age,Year,Coverage
Durham Region Health Department,Measles,17,2023-2024,95.6
Durham Region Health Department,Mumps,17,2023-2024,95.4
Durham Region Health Department,Rubella,17,2023-2024,97
Durham Region Health Department,Diphtheria,7,2013-2014,95.3
Durham Region Health Department,Diphtheria,7,2014-2015,89.7
Durham Region Health Department,Diphtheria,7,2015-2016,80.1
Durham Region Health Department,Diphtheria,7,2016-2017,78.6
Durham Region Health Department,Diphtheria,7,2017-2018,94.8
Durham Region Health Department,Diphtheria,7,2018-2019,94.5
Durham Region Health Department,Diphtheria,17,2013-2014,83.2
Durham Region Health Department,Diphtheria,17,2014-2015,76.3
Durham Region Health Department,Diphtheria,17,2015-2016,60.8
Durham Region Health Department,Diphtheria,17,2016-2017,79.5
Durham Region Health Department,Diphtheria,17,2017-2018,80.2
Durham Region Health Department,Diphtheria,17,2018-2019,87.1
Durham Region Health Department,Diphtheria,7,2019-2020,92.7
Durham Region Health Department,Diphtheria,17,2019-2020,85.4
Durham Region Health Department,Diphtheria,7,2020-2021,85.2
Durham Region Health Department,Diphtheria,17,2020-2021,76.1
Durham Region Health Department,Diphtheria,7,2021-2022,72.8
Durham Region Health Department,Diphtheria,17,2021-2022,66.7
Durham Region Health Department,Diphtheria,7,2022-2023,66.8
Durham Region Health Department,Diphtheria,17,2022-2023,56.3
Durham Region Health Department,HepB,12,2013-2014,75.9
Durham Region Health Department,HepB,12,2014-2015,74.3
Durham Region Health Department,HepB,12,2015-2016,76.4
Durham Region Health Department,HepB,12,2016-2017,73.9
Durham Region Health Department,HepB,12,2017-2018,76.2
Durham Region Health Department,HepB,12,2018-2019,76.4
Durham Region Health Department,HepB,17,2018-2019,84.9
Durham Region Health Department,HepB,12,2019-2020,55.7
Durham Region Health Department,HepB,17,2019-2020,84.8
Durham Region Health Department,HepB,12,2020-2021,42.5
Durham Region Health Department,HepB,17,2020-2021,85.7
Durham Region Health Department,HepB,12,2021-2022,69.7
Durham Region Health Department,HepB,17,2021-2022,85.5
Durham Region Health Department,HepB,12,2022-2023,78.3
Durham Region Health Department,HepB,17,2022-2023,84.6
Durham Region Health Department,Hib,7,2013-2014,86.2
Durham Region Health Department,Hib,7,2014-2015,84.5
Durham Region Health Department,Hib,7,2015-2016,85.1
Durham Region Health Department,Hib,7,2016-2017,85.6
Durham Region Health Department,Hib,7,2017-2018,87.7
Durham Region Health Department,Hib,7,2018-2019,87.8
Durham Region Health Department,Hib,7,2019-2020,88.4
Durham Region Health Department,Hib,7,2020-2021,90.2
Durham Region Health Department,Hib,7,2021-2022,89.3
Durham Region Health Department,Hib,7,2022-2023,86.3
Durham Region Health Department,HPV,12,2013-2014,70.2
Durham Region Health Department,HPV,12,2014-2015,69.6
Durham Region Health Department,HPV,12,2015-2016,71.6
Durham Region Health Department,HPV,12,2016-2017,65.8
Durham Region Health Department,HPV,12,2017-2018,68.6
Durham Region Health Department,HPV,12,2018-2019,69.3
Durham Region Health Department,HPV,17,2018-2019,71.8
Durham Region Health Department,HPV,12,2019-2020,48.7
Durham Region Health Department,HPV,17,2019-2020,73.4
Durham Region Health Department,HPV,12,2020-2021,33
Durham Region Health Department,HPV,17,2020-2021,74.7
Durham Region Health Department,HPV,12,2021-2022,64.1
Durham Region Health Department,HPV,17,2021-2022,77.7
Durham Region Health Department,HPV,12,2022-2023,72.1
Durham Region Health Department,HPV,17,2022-2023,78.1
Durham Region Health Department,MCC,7,2013-2014,86.9
Durham Region Health Department,MCC,7,2014-2015,91.4
Durham Region Health Department,MCC,7,2015-2016,91.6
Durham Region Health Department,MCC,7,2016-2017,94.1
Durham Region Health Department,MCC,7,2017-2018,97.1
Durham Region Health Department,MCC,7,2018-2019,97
Durham Region Health Department,MCC,7,2019-2020,97.2
Durham Region Health Department,MCC,7,2020-2021,97
Durham Region Health Department,MCC,7,2021-2022,95.5
Durham Region Health Department,MCC,7,2022-2023,91.4
Durham Region Health Department,MCV4,12,2013-2014,87
Durham Region Health Department,MCV4,12,2014-2015,88.4
Durham Region Health Department,MCV4,12,2015-2016,88.4
Durham Region Health Department,MCV4,12,2016-2017,89.3
Durham Region Health Department,MCV4,12,2017-2018,90.6
Durham Region Health Department,MCV4,12,2018-2019,91.6
Durham Region Health Department,MCV4,17,2018-2019,96.6
Durham Region Health Department,MCV4,12,2019-2020,95
Durham Region Health Department,MCV4,17,2019-2020,96.4
Durham Region Health Department,MCV4,12,2020-2021,88
Durham Region Health Department,MCV4,17,2020-2021,95.5
Durham Region Health Department,MCV4,12,2021-2022,92
Durham Region Health Department,MCV4,17,2021-2022,95.4
Durham Region Health Department,MCV4,12,2022-2023,89.5
Durham Region Health Department,MCV4,17,2022-2023,94.3
Durham Region Health Department,Measles,7,2013-2014,97.4
Durham Region Health Department,Measles,7,2014-2015,95.3
Durham Region Health Department,Measles,7,2015-2016,92
Durham Region Health Department,Measles,7,2016-2017,89.7
Durham Region Health Department,Measles,7,2017-2018,95.5
Durham Region Health Department,Measles,7,2018-2019,95.1
Durham Region Health Department,Measles,17,2013-2014,98.1
Durham Region Health Department,Measles,17,2014-2015,95.8
Durham Region Health Department,Measles,17,2015-2016,89.3
Durham Region Health Department,Measles,17,2016-2017,96.8
Durham Region Health Department,Measles,17,2017-2018,97.8
Durham Region Health Department,Measles,17,2018-2019,98
Durham Region Health Department,Measles,7,2019-2020,93.4
Durham Region Health Department,Measles,17,2019-2020,97.9
Durham Region Health Department,Measles,7,2020-2021,85.1
Durham Region Health Department,Measles,17,2020-2021,97.5
Durham Region Health Department,Measles,7,2021-2022,72.7
Durham Region Health Department,Measles,17,2021-2022,97
Durham Region Health Department,Measles,7,2022-2023,67.5
Durham Region Health Department,Measles,17,2022-2023,95.9
Durham Region Health Department,Mumps,7,2013-2014,97.2
Durham Region Health Department,Mumps,7,2014-2015,95
Durham Region Health Department,Mumps,7,2015-2016,91.9
Durham Region Health Department,Mumps,7,2016-2017,89.6
Durham Region Health Department,Mumps,7,2017-2018,95.5
Durham Region Health Department,Mumps,7,2018-2019,95
Durham Region Health Department,Mumps,17,2013-2014,97.5
Durham Region Health Department,Mumps,17,2014-2015,95.1
Durham Region Health Department,Mumps,17,2015-2016,88.6
Durham Region Health Department,Mumps,17,2016-2017,96.7
Durham Region Health Department,Mumps,17,2017-2018,97.7
Durham Region Health Department,Mumps,17,2018-2019,97.9
Durham Region Health Department,Mumps,7,2019-2020,93.3
Durham Region Health Department,Mumps,17,2019-2020,97.9
Durham Region Health Department,Mumps,7,2020-2021,85
Durham Region Health Department,Mumps,17,2020-2021,97.4
Durham Region Health Department,Mumps,7,2021-2022,72.4
Durham Region Health Department,Mumps,17,2021-2022,97
Durham Region Health Department,Mumps,7,2022-2023,67.3
Durham Region Health Department,Mumps,17,2022-2023,95.7
Durham Region Health Department,Pertussis,7,2013-2014,95.1
Durham Region Health Department,Pertussis,7,2014-2015,89.6
Durham Region Health Department,Pertussis,7,2015-2016,80.1
Durham Region Health Department,Pertussis,7,2016-2017,78.6
Durham Region Health Department,Pertussis,7,2017-2018,94.8
Durham Region Health Department,Pertussis,7,2018-2019,94.5
Durham Region Health Department,Pertussis,17,2013-2014,78.4
Durham Region Health Department,Pertussis,17,2014-2015,71.8
Durham Region Health Department,Pertussis,17,2015-2016,57.1
Durham Region Health Department,Pertussis,17,2016-2017,73.6
Durham Region Health Department,Pertussis,17,2017-2018,76.8
Durham Region Health Department,Pertussis,17,2018-2019,87
Durham Region Health Department,Pertussis,7,2019-2020,92.7
Durham Region Health Department,Pertussis,17,2019-2020,85.5
Durham Region Health Department,Pertussis,7,2020-2021,85.2
Durham Region Health Department,Pertussis,17,2020-2021,76.6
Durham Region Health Department,Pertussis,7,2021-2022,72.7
Durham Region Health Department,Pertussis,17,2021-2022,67.5
Durham Region Health Department,Pertussis,7,2022-2023,66.7
Durham Region Health Department,Pertussis,17,2022-2023,56.7
Durham Region Health Department,Pneumo,7,2013-2014,80
Durham Region Health Department,Pneumo,7,2014-2015,82.7
Durham Region Health Department,Pneumo,7,2015-2016,84.2
Durham Region Health Department,Pneumo,7,2016-2017,84.4
Durham Region Health Department,Pneumo,7,2017-2018,77.2
Durham Region Health Department,Pneumo,7,2018-2019,80.1
Durham Region Health Department,Pneumo,7,2019-2020,82.5
Durham Region Health Department,Pneumo,7,2020-2021,84.9
Durham Region Health Department,Pneumo,7,2021-2022,86.7
Durham Region Health Department,Pneumo,7,2022-2023,83.9
Durham Region Health Department,Polio,7,2013-2014,95.5
Durham Region Health Department,Polio,7,2014-2015,89.9
Durham Region Health Department,Polio,7,2015-2016,80
Durham Region Health Department,Polio,7,2016-2017,78.6
Durham Region Health Department,Polio,7,2017-2018,95.2
Durham Region Health Department,Polio,7,2018-2019,94.8
Durham Region Health Department,Polio,17,2013-2014,96.9
Durham Region Health Department,Polio,17,2014-2015,94.5
Durham Region Health Department,Polio,17,2015-2016,88.3
Durham Region Health Department,Polio,17,2016-2017,96.2
Durham Region Health Department,Polio,17,2017-2018,96.7
Durham Region Health Department,Polio,17,2018-2019,96.6
Durham Region Health Department,Polio,7,2019-2020,93
Durham Region Health Department,Polio,17,2019-2020,96.4
Durham Region Health Department,Polio,7,2020-2021,85.2
Durham Region Health Department,Polio,17,2020-2021,95.8
Durham Region Health Department,Polio,7,2021-2022,73
Durham Region Health Department,Polio,17,2021-2022,95.6
Durham Region Health Department,Polio,7,2022-2023,67.1
Durham Region Health Department,Polio,17,2022-2023,94.2
Durham Region Health Department,Rota,7,2019-2020,76
Durham Region Health Department,Rota,7,2020-2021,80.3
Durham Region Health Department,Rota,7,2021-2022,81.6
Durham Region Health Department,Rota,7,2022-2023,81.6
Durham Region Health Department,Rubella,7,2013-2014,98.7
Durham Region Health Department,Rubella,7,2014-2015,98.5
Durham Region Health Department,Rubella,7,2015-2016,98
Durham Region Health Department,Rubella,7,2016-2017,97.4
Durham Region Health Department,Rubella,7,2017-2018,97.7
Durham Region Health Department,Rubella,7,2018-2019,97.6
Durham Region Health Department,Rubella,17,2013-2014,99.3
Durham Region Health Department,Rubella,17,2014-2015,99
Durham Region Health Department,Rubella,17,2015-2016,98.6
Durham Region Health Department,Rubella,17,2016-2017,98.6
Durham Region Health Department,Rubella,17,2017-2018,98.7
Durham Region Health Department,Rubella,17,2018-2019,98.7
Durham Region Health Department,Rubella,7,2019-2020,97.8
Durham Region Health Department,Rubella,17,2019-2020,98.7
Durham Region Health Department,Rubella,7,2020-2021,97.6
Durham Region Health Department,Rubella,17,2020-2021,98.4
Durham Region Health Department,Rubella,7,2021-2022,96.7
Durham Region Health Department,Rubella,17,2021-2022,98
Durham Region Health Department,Rubella,7,2022-2023,93.7
Durham Region Health Department,Rubella,17,2022-2023,96.7
Durham Region Health Department,Tetanus,7,2013-2014,95.3
Durham Region Health Department,Tetanus,7,2014-2015,89.7
Durham Region Health Department,Tetanus,7,2015-2016,80.2
Durham Region Health Department,Tetanus,7,2016-2017,78.6
Durham Region Health Department,Tetanus,7,2017-2018,94.8
Durham Region Health Department,Tetanus,7,2018-2019,94.5
Durham Region Health Department,Tetanus,17,2013-2014,83.2
Durham Region Health Department,Tetanus,17,2014-2015,76.3
Durham Region Health Department,Tetanus,17,2015-2016,60.8
Durham Region Health Department,Tetanus,17,2016-2017,79.6
Durham Region Health Department,Tetanus,17,2017-2018,80.3
Durham Region Health Department,Tetanus,17,2018-2019,87.1
Durham Region Health Department,Tetanus,7,2019-2020,92.7
Durham Region Health Department,Tetanus,17,2019-2020,85.4
Durham Region Health Department,Tetanus,7,2020-2021,85.2
Durham Region Health Department,Tetanus,17,2020-2021,76.2
Durham Region Health Department,Tetanus,7,2021-2022,72.8
Durham Region Health Department,Tetanus,17,2021-2022,66.7
Durham Region Health Department,Tetanus,7,2022-2023,66.8
Durham Region Health Department,Tetanus,17,2022-2023,56.3
Durham Region Health Department,Varicella,7,2013-2014,23.2
Durham Region Health Department,Varicella,7,2014-2015,35.6
Durham Region Health Department,Varicella,7,2015-2016,40.9
Durham Region Health Department,Varicella,7,2016-2017,46.1
Durham Region Health Department,Varicella,7,2017-2018,93.5
Durham Region Health Department,Varicella,7,2018-2019,94.1
Durham Region Health Department,Varicella,7,2019-2020,91.6
Durham Region Health Department,Varicella,7,2020-2021,82.1
Durham Region Health Department,Varicella,7,2021-2022,70.3
Durham Region Health Department,Varicella,7,2022-2023,65.2
Grey Bruce Public Health,HPV,12,2023-2024,57.4
Grey Bruce Public Health,HepB,12,2023-2024,63.8
Grey Bruce Public Health,HPV,17,2023-2024,75.1
Grey Bruce Public Health,Rota,7,2023-2024,81.8
Grey Bruce Public Health,Diphtheria,17,2023-2024,82.7
Grey Bruce Public Health,HepB,17,2023-2024,86.7
Grey Bruce Public Health,MCV4,12,2023-2024,84.1
Grey Bruce Public Health,Pertussis,17,2023-2024,82.9
Grey Bruce Public Health,Tetanus,17,2023-2024,82.7
Grey Bruce Public Health,Diphtheria,7,2023-2024,89.5
Grey Bruce Public Health,Hib,7,2023-2024,88.7
Grey Bruce Public Health,MCC,7,2023-2024,94
Grey Bruce Public Health,Measles,7,2023-2024,89.1
Grey Bruce Public Health,Mumps,7,2023-2024,89.1
Grey Bruce Public Health,Pertussis,7,2023-2024,89.5
Grey Bruce Public Health,Pneumo,7,2023-2024,88.3
Grey Bruce Public Health,Polio,7,2023-2024,89.6
Grey Bruce Public Health,Rubella,7,2023-2024,94.9
Grey Bruce Public Health,Tetanus,7,2023-2024,89.5
Grey Bruce Public Health,Varicella,7,2023-2024,88.7
Grey Bruce Public Health,MCV4,17,2023-2024,95.9
Grey Bruce Public Health,Measles,17,2023-2024,95.9
Grey Bruce Public Health,Mumps,17,2023-2024,95.9
Grey Bruce Public Health,Polio,17,2023-2024,96
Grey Bruce Public Health,Rubella,17,2023-2024,97.4
Grey Bruce Public Health,Diphtheria,7,2013-2014,89.3
Grey Bruce Public Health,Diphtheria,7,2014-2015,95.3
Grey Bruce Public Health,Diphtheria,7,2015-2016,95.2
Grey Bruce Public Health,Diphtheria,7,2016-2017,94.6
Grey Bruce Public Health,Diphtheria,7,2017-2018,94.8
Grey Bruce Public Health,Diphtheria,7,2018-2019,93.8
Grey Bruce Public Health,Diphtheria,17,2013-2014,86.4
Grey Bruce Public Health,Diphtheria,17,2014-2015,82.2
Grey Bruce Public Health,Diphtheria,17,2015-2016,87.9
Grey Bruce Public Health,Diphtheria,17,2016-2017,86.8
Grey Bruce Public Health,Diphtheria,17,2017-2018,85.5
Grey Bruce Public Health,Diphtheria,17,2018-2019,84.1
Grey Bruce Public Health,Diphtheria,7,2019-2020,93.8
Grey Bruce Public Health,Diphtheria,17,2019-2020,80
Grey Bruce Public Health,Diphtheria,7,2020-2021,82.7
Grey Bruce Public Health,Diphtheria,17,2020-2021,74.1
Grey Bruce Public Health,Diphtheria,7,2021-2022,77
Grey Bruce Public Health,Diphtheria,17,2021-2022,54.4
Grey Bruce Public Health,Diphtheria,7,2022-2023,83.8
Grey Bruce Public Health,Diphtheria,17,2022-2023,66.9
Grey Bruce Public Health,HepB,12,2013-2014,77.7
Grey Bruce Public Health,HepB,12,2014-2015,76.2
Grey Bruce Public Health,HepB,12,2015-2016,80.1
Grey Bruce Public Health,HepB,12,2016-2017,71.3
Grey Bruce Public Health,HepB,12,2017-2018,74.8
Grey Bruce Public Health,HepB,12,2018-2019,75.6
Grey Bruce Public Health,HepB,17,2018-2019,84
Grey Bruce Public Health,HepB,12,2019-2020,74.3
Grey Bruce Public Health,HepB,17,2019-2020,83.1
Grey Bruce Public Health,HepB,12,2020-2021,72.8
Grey Bruce Public Health,HepB,17,2020-2021,88.7
Grey Bruce Public Health,HepB,12,2021-2022,77
Grey Bruce Public Health,HepB,17,2021-2022,83.5
Grey Bruce Public Health,HepB,12,2022-2023,78.2
Grey Bruce Public Health,HepB,17,2022-2023,84.2
Grey Bruce Public Health,Hib,7,2013-2014,89.4
Grey Bruce Public Health,Hib,7,2014-2015,90.1
Grey Bruce Public Health,Hib,7,2015-2016,91.3
Grey Bruce Public Health,Hib,7,2016-2017,88.8
Grey Bruce Public Health,Hib,7,2017-2018,90.8
Grey Bruce Public Health,Hib,7,2018-2019,90.4
Grey Bruce Public Health,Hib,7,2019-2020,90.4
Grey Bruce Public Health,Hib,7,2020-2021,90.6
Grey Bruce Public Health,Hib,7,2021-2022,91.3
Grey Bruce Public Health,Hib,7,2022-2023,90.9
Grey Bruce Public Health,HPV,12,2013-2014,65.2
Grey Bruce Public Health,HPV,12,2014-2015,65.2
Grey Bruce Public Health,HPV,12,2015-2016,71.5
Grey Bruce Public Health,HPV,12,2016-2017,60.9
Grey Bruce Public Health,HPV,12,2017-2018,64.2
Grey Bruce Public Health,HPV,12,2018-2019,64.2
Grey Bruce Public Health,HPV,17,2018-2019,63.8
Grey Bruce Public Health,HPV,12,2019-2020,67.9
Grey Bruce Public Health,HPV,17,2019-2020,72.2
Grey Bruce Public Health,HPV,12,2020-2021,65.6
Grey Bruce Public Health,HPV,17,2020-2021,72.6
Grey Bruce Public Health,HPV,12,2021-2022,69.2
Grey Bruce Public Health,HPV,17,2021-2022,72.5
Grey Bruce Public Health,HPV,12,2022-2023,70.4
Grey Bruce Public Health,HPV,17,2022-2023,74
Grey Bruce Public Health,MCC,7,2013-2014,91.3
Grey Bruce Public Health,MCC,7,2014-2015,96
Grey Bruce Public Health,MCC,7,2015-2016,95.7
Grey Bruce Public Health,MCC,7,2016-2017,95.8
Grey Bruce Public Health,MCC,7,2017-2018,95.5
Grey Bruce Public Health,MCC,7,2018-2019,94.8
Grey Bruce Public Health,MCC,7,2019-2020,94.9
Grey Bruce Public Health,MCC,7,2020-2021,95.2
Grey Bruce Public Health,MCC,7,2021-2022,95.1
Grey Bruce Public Health,MCC,7,2022-2023,94.7
Grey Bruce Public Health,MCV4,12,2013-2014,82
Grey Bruce Public Health,MCV4,12,2014-2015,90
Grey Bruce Public Health,MCV4,12,2015-2016,93.3
Grey Bruce Public Health,MCV4,12,2016-2017,91.6
Grey Bruce Public Health,MCV4,12,2017-2018,92.2
Grey Bruce Public Health,MCV4,12,2018-2019,92
Grey Bruce Public Health,MCV4,17,2018-2019,91.7
Grey Bruce Public Health,MCV4,12,2019-2020,94.1
Grey Bruce Public Health,MCV4,17,2019-2020,92.3
Grey Bruce Public Health,MCV4,12,2020-2021,90
Grey Bruce Public Health,MCV4,17,2020-2021,95.3
Grey Bruce Public Health,MCV4,12,2021-2022,90.5
Grey Bruce Public Health,MCV4,17,2021-2022,94.4
Grey Bruce Public Health,MCV4,12,2022-2023,90.5
Grey Bruce Public Health,MCV4,17,2022-2023,93.3
Grey Bruce Public Health,Measles,7,2013-2014,94.9
Grey Bruce Public Health,Measles,7,2014-2015,96.4
Grey Bruce Public Health,Measles,7,2015-2016,96.1
Grey Bruce Public Health,Measles,7,2016-2017,95.3
Grey Bruce Public Health,Measles,7,2017-2018,94.5
Grey Bruce Public Health,Measles,7,2018-2019,94.2
Grey Bruce Public Health,Measles,17,2013-2014,96.6
Grey Bruce Public Health,Measles,17,2014-2015,95.4
